"",Name,OutcomeType,OutcomeSubtype,AnimalType,AgeDays,Fertility,sex,Hour,Weekday,Month,Year,TimeofDay,WorkDay,Mix,SimpleBreed,PureColor,SimpleColor,Age
"215",Y,Adoption,Blank,Dog,180,N,Male,18,3,11,2015,everning,Y,N,German Shepherd,Mix,Tricolor,Kid
"216",Y,Adoption,Blank,Dog,330,N,Female,16,7,11,2013,everning,N,Y,Pointer,Pure,Brown,Kid
"217",Y,Adoption,Blank,Dog,730,N,Male,15,7,4,2015,afternoon,N,N,Pointer,Mix,Tricolor,Adult
"218",Y,Adoption,Foster,Dog,90,N,Male,14,5,8,2015,afternoon,Y,Y,Pit Bull,Pure,White,Kid
"219",Y,Adoption,Foster,Dog,365,N,Male,11,6,10,2014,afternoon,N,N,Miniature Poodle,Mix,White,Kid
"220",N,Adoption,Blank,Dog,1825,N,Female,19,7,11,2014,everning,N,Y,Chihuahua Shorthair,Pure,Tan,Adult
"221",Y,Adoption,Blank,Dog,1095,N,Male,13,1,1,2016,afternoon,Y,N,American Staffordshire Terrier,Pure,Tan,Adult
"222",Y,Adoption,Blank,Dog,120,N,Female,18,1,11,2014,everning,Y,Y,Chihuahua Shorthair,Mix,Buff,Kid
"223",Y,Adoption,Blank,Dog,180,N,Male,18,1,2,2015,everning,Y,N,Rat Terrier,Pure,Black,Kid
"224",Y,Adoption,Foster,Dog,60,N,Male,17,7,10,2013,everning,N,Y,Chihuahua Shorthair,Pure,Brown,Kid
"225",Y,Adoption,Blank,Dog,730,N,Male,15,7,12,2013,afternoon,N,Y,Labrador Retriever,Pure,Black,Adult
"226",Y,Adoption,Blank,Dog,1825,N,Male,12,7,12,2015,afternoon,N,Y,Dachshund,Pure,Tan,Adult
"227",Y,Adoption,Foster,Dog,60,N,Female,18,3,2,2014,everning,Y,N,Chihuahua Shorthair,Pure,Tan,Kid
"228",Y,Adoption,Blank,Dog,1460,N,Female,12,1,11,2013,afternoon,Y,N,Border Collie,Mix,Black,Adult
"229",Y,Adoption,Blank,Dog,1825,N,Female,18,3,9,2014,everning,Y,Y,Pit Bull,Pure,Brown,Adult
"230",Y,Adoption,Blank,Dog,300,N,Male,16,5,4,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Black,Kid
"231",Y,Adoption,Blank,Dog,60,Y,Female,12,6,5,2014,afternoon,N,Y,Greater Swiss Mountain Dog,Pure,Tricolor,Kid
"232",Y,Adoption,Blank,Dog,730,N,Male,19,4,3,2015,everning,Y,Y,Labrador Retriever,Pure,Chocolate,Adult
"233",Y,Adoption,Blank,Dog,2190,N,Female,18,4,7,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Brown,Adult
"234",Y,Adoption,Blank,Dog,1460,N,Female,16,7,3,2014,everning,N,Y,Border Collie,Pure,White,Adult
"235",N,Adoption,Blank,Dog,120,N,Male,18,2,7,2014,everning,Y,Y,German Shepherd,Pure,Chocolate,Kid
"236",Y,Adoption,Blank,Dog,1095,N,Female,15,7,12,2013,afternoon,N,Y,Australian Kelpie,Pure,Black,Adult
"237",Y,Adoption,Blank,Dog,730,N,Female,16,3,9,2015,everning,Y,Y,German Shepherd,Mix,Sable,Adult
"238",Y,Adoption,Blank,Dog,150,N,Female,17,5,8,2015,everning,Y,Y,Pit Bull,Mix,Fawn,Kid
"239",N,Adoption,Blank,Dog,300,N,Male,18,3,6,2015,everning,Y,Y,Miniature Schnauzer,Pure,Black,Kid
"240",Y,Adoption,Blank,Dog,30,N,Female,17,7,10,2013,everning,N,Y,Rat Terrier,Mix,Tricolor,Kid
"241",Y,Adoption,Blank,Dog,210,N,Male,18,2,1,2016,everning,Y,Y,Cardigan Welsh Corgi,Pure,White,Kid
"242",Y,Adoption,Blank,Dog,1825,N,Male,12,7,5,2014,afternoon,N,Y,Rottweiler,Pure,Black,Adult
"243",Y,Adoption,Blank,Dog,1460,N,Female,18,6,10,2015,everning,N,Y,Chihuahua Shorthair,Pure,Tan,Adult
"244",Y,Adoption,Blank,Dog,730,N,Female,14,1,8,2015,afternoon,Y,N,Pit Bull,Pure,Blue,Adult
"245",Y,Adoption,Blank,Dog,730,N,Male,14,1,2,2016,afternoon,Y,Y,Pit Bull,Pure,White,Adult
"246",Y,Adoption,Blank,Dog,730,N,Female,18,7,5,2014,everning,N,Y,Chihuahua Shorthair,Mix,Tricolor,Adult
"247",Y,Adoption,Blank,Dog,60,N,Female,18,6,10,2014,everning,N,Y,Beagle,Pure,White,Kid
"248",Y,Adoption,Blank,Dog,60,N,Male,18,2,8,2014,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"249",Y,Adoption,Foster,Dog,60,N,Female,0,7,10,2015,night,N,Y,Australian Cattle Dog,Pure,Blue,Kid
"250",Y,Adoption,Foster,Dog,1825,N,Male,9,5,10,2013,morning,Y,Y,German Shepherd,Pure,Brown,Adult
"251",Y,Adoption,Blank,Dog,60,N,Male,17,5,5,2015,everning,Y,Y,Australian Cattle Dog,Pure,Brown,Kid
"252",Y,Adoption,Blank,Dog,1460,N,Male,16,7,6,2014,everning,N,Y,Bullmastiff,Pure,Brown,Adult
"253",Y,Adoption,Foster,Dog,180,N,Female,17,4,9,2014,everning,Y,Y,Smooth Fox Terrier,Mix,Tan,Kid
"254",N,Adoption,Blank,Dog,60,N,Female,18,7,11,2015,everning,N,Y,Labrador Retriever,Pure,White,Kid
"255",Y,Adoption,Blank,Dog,365,N,Male,12,1,10,2014,afternoon,Y,Y,Labrador Retriever,Pure,Black,Kid
"256",N,Adoption,Blank,Dog,90,N,Male,17,2,11,2013,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"257",N,Adoption,Blank,Dog,365,N,Male,14,5,6,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Red,Kid
"258",Y,Adoption,Blank,Dog,730,N,Male,15,6,11,2013,afternoon,N,Y,American Pit Bull Terrier,Pure,Tan,Adult
"259",Y,Adoption,Blank,Dog,365,N,Female,15,3,6,2015,afternoon,Y,N,German Shepherd,Pure,Black,Kid
"260",Y,Adoption,Blank,Dog,60,N,Male,18,7,1,2014,everning,N,Y,Chihuahua Shorthair,Pure,Brown,Kid
"261",N,Adoption,Blank,Dog,90,N,Female,17,6,1,2014,everning,N,Y,Labrador Retriever,Pure,Tan,Kid
"262",Y,Adoption,Offsite,Dog,1825,N,Female,16,7,2,2015,everning,N,Y,Maltese,Mix,White,Adult
"263",Y,Adoption,Foster,Dog,2920,N,Female,12,7,1,2016,afternoon,N,Y,German Shepherd,Pure,Black,Old
"264",Y,Adoption,Blank,Dog,730,N,Female,16,7,7,2015,everning,N,Y,Chihuahua Shorthair,Pure,Brown,Adult
"265",Y,Adoption,Blank,Dog,365,N,Female,16,6,6,2014,everning,N,Y,Chihuahua Shorthair,Pure,Red,Kid
"266",Y,Adoption,Blank,Dog,270,N,Female,17,4,12,2014,everning,Y,Y,Labrador Retriever,Mix,Tan,Kid
"267",Y,Adoption,Blank,Dog,730,N,Male,18,4,10,2015,everning,Y,Y,Beauceron,Pure,Black,Adult
"268",Y,Adoption,Blank,Dog,365,N,Male,17,6,2,2016,everning,N,Y,Chihuahua Shorthair,Mix,White,Kid
"269",Y,Adoption,Blank,Dog,730,N,Female,15,7,2,2014,afternoon,N,N,Beagle,Pure,Brown,Adult
"270",N,Adoption,Blank,Dog,90,N,Male,17,3,6,2014,everning,Y,N,Chihuahua Shorthair,Pure,Tan,Kid
"271",Y,Adoption,Foster,Dog,4015,N,Male,16,3,12,2015,everning,Y,N,Rottweiler,Pure,Brown,Old
"272",Y,Adoption,Blank,Dog,730,N,Female,17,6,5,2015,everning,N,Y,Australian Shepherd,Pure,Black,Adult
"273",Y,Adoption,Blank,Dog,1095,N,Female,16,3,6,2014,everning,Y,N,Doberman Pinsch,Pure,Black,Adult
"274",Y,Adoption,Blank,Dog,730,N,Male,11,6,10,2015,afternoon,N,Y,Pekingese,Pure,Tan,Adult
"275",Y,Adoption,Blank,Dog,1095,N,Male,18,7,11,2014,everning,N,Y,Old English Bulldog,Pure,White,Adult
"276",Y,Adoption,Blank,Dog,730,N,Female,19,7,6,2014,everning,N,Y,Ibizan Hound,Pure,Tan,Adult
"277",Y,Adoption,Blank,Dog,1095,N,Female,16,6,4,2015,everning,N,Y,Yorkshire Terrier,Pure,Black,Adult
"278",Y,Adoption,Blank,Dog,730,N,Female,14,1,12,2013,afternoon,Y,Y,Boston Terrier,Pure,Black,Adult
"279",Y,Adoption,Blank,Dog,180,N,Female,14,6,7,2014,afternoon,N,N,Dachshund,Pure,Red,Kid
"280",Y,Adoption,Blank,Dog,730,N,Male,16,2,3,2014,everning,Y,Y,Cairn Terrier,Pure,Brown,Adult
"281",Y,Adoption,Blank,Dog,120,N,Male,17,3,4,2015,everning,Y,Y,Rottweiler,Pure,Black,Kid
"282",Y,Adoption,Blank,Dog,1095,N,Female,12,5,2,2016,afternoon,Y,Y,Labrador Retriever,Pure,Red,Adult
"283",Y,Adoption,Blank,Dog,2190,N,Male,11,1,11,2014,afternoon,Y,Y,German Shepherd,Pure,Brown,Adult
"284",Y,Adoption,Blank,Dog,730,N,Female,12,1,5,2015,afternoon,Y,Y,Miniature Poodle,Mix,White,Adult
"285",Y,Adoption,Blank,Dog,365,N,Male,18,2,12,2013,everning,Y,N,Chihuahua Shorthair,Pure,Brown,Kid
"286",Y,Adoption,Blank,Dog,730,N,Male,13,6,11,2015,afternoon,N,N,Boxer,Pure,White,Adult
"287",Y,Adoption,Blank,Dog,120,N,Female,15,1,8,2015,afternoon,Y,N,Brittany,Mix,Red,Kid
"288",Y,Adoption,Blank,Dog,730,N,Female,18,6,1,2016,everning,N,N,Black Mouth Cur,Mix,Tan,Adult
"289",Y,Adoption,Blank,Dog,300,N,Female,12,6,9,2015,afternoon,N,N,Labrador Retriever,Pure,White,Kid
"290",Y,Adoption,Blank,Dog,60,N,Male,17,1,10,2013,everning,Y,N,Newfoundland,Pure,Black,Kid
"291",Y,Adoption,Blank,Dog,240,N,Female,16,1,6,2015,everning,Y,Y,Boxer,Pure,Brown,Kid
"292",Y,Adoption,Blank,Dog,1095,N,Male,16,2,12,2015,everning,Y,N,Cardigan Welsh Corgi,Pure,Brown,Adult
"293",Y,Adoption,Blank,Dog,330,N,Male,14,3,10,2013,afternoon,Y,Y,Black Mouth Cur,Pure,Brown,Kid
"294",Y,Adoption,Foster,Dog,730,N,Female,14,1,11,2015,afternoon,Y,Y,Pit Bull,Pure,Blue,Adult
"295",Y,Adoption,Blank,Dog,365,N,Male,17,2,1,2015,everning,Y,Y,Rhod Ridgeback,Mix,Tan,Kid
"296",N,Adoption,Blank,Dog,730,N,Male,18,4,3,2015,everning,Y,Y,Miniature Schnauzer,Mix,Black,Adult
"297",Y,Adoption,Blank,Dog,1460,N,Female,17,1,12,2013,everning,Y,Y,Pit Bull,Pure,Fawn,Adult
"298",N,Adoption,Blank,Dog,90,N,Male,18,1,5,2015,everning,Y,Y,Bernese Mountain Dog,Pure,Black,Kid
"299",Y,Adoption,Blank,Dog,150,N,Male,18,2,11,2013,everning,Y,N,Pit Bull,Mix,White,Kid
"300",N,Adoption,Blank,Dog,730,N,Male,12,4,4,2014,afternoon,Y,Y,Australian Shepherd,Pure,Tricolor,Adult
"301",Y,Adoption,Blank,Dog,1460,N,Female,18,3,9,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Brown,Adult
"302",Y,Adoption,Blank,Dog,60,N,Female,17,4,9,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Tan,Kid
"303",Y,Adoption,Blank,Dog,60,N,Male,11,7,10,2013,afternoon,N,N,Labrador Retriever,Mix,White,Kid
"304",Y,Adoption,Blank,Dog,730,N,Male,17,2,3,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Tricolor,Adult
"305",Y,Adoption,Blank,Dog,365,N,Female,11,3,4,2015,afternoon,Y,Y,Pit Bull,Pure,White,Kid
"306",Y,Adoption,Blank,Dog,730,N,Female,16,6,7,2015,everning,N,Y,Pit Bull,Pure,Black,Adult
"307",Y,Adoption,Blank,Dog,1460,N,Female,18,3,11,2015,everning,Y,Y,Australian Shepherd,Pure,Chocolate,Adult
"308",Y,Adoption,Blank,Dog,730,N,Male,13,6,10,2015,afternoon,N,Y,Pit Bull,Pure,Brown,Adult
"309",Y,Adoption,Blank,Dog,730,N,Male,17,6,3,2015,everning,N,Y,Chihuahua Shorthair,Pure,White,Adult
"310",Y,Adoption,Foster,Dog,1095,N,Male,12,5,12,2015,afternoon,Y,Y,Pit Bull,Pure,Tan,Adult
"311",Y,Adoption,Blank,Dog,730,N,Female,16,7,3,2015,everning,N,Y,Chihuahua Shorthair,Pure,Blue,Adult
"312",Y,Adoption,Blank,Dog,1095,N,Male,13,7,3,2015,afternoon,N,N,Rottweiler,Pure,Black,Adult
"313",Y,Adoption,Blank,Dog,730,N,Male,12,3,6,2014,afternoon,Y,Y,Pit Bull,Pure,Brown,Adult
"314",Y,Adoption,Blank,Dog,365,N,Male,19,2,10,2013,everning,Y,Y,Chihuahua Shorthair,Mix,Yellow,Kid
"315",Y,Adoption,Blank,Dog,730,N,Female,17,3,6,2015,everning,Y,Y,Chihuahua Shorthair,Pure,White,Adult
"316",Y,Adoption,Blank,Dog,270,N,Female,15,2,9,2014,afternoon,Y,Y,Boston Terrier,Mix,White,Kid
"317",Y,Adoption,Blank,Dog,30,N,Male,17,4,5,2015,everning,Y,N,Labrador Retriever,Pure,Tan,Kid
"318",Y,Adoption,Foster,Dog,30,N,Female,17,6,8,2014,everning,N,Y,Labrador Retriever,Pure,Black,Kid
"319",Y,Adoption,Blank,Dog,2190,N,Female,12,4,12,2014,afternoon,Y,Y,Cardigan Welsh Corgi,Pure,Brown,Adult
"320",Y,Adoption,Blank,Dog,365,N,Male,18,6,2,2015,everning,N,Y,Pit Bull,Pure,Brown,Kid
"321",Y,Adoption,Foster,Dog,1825,N,Male,16,7,2,2016,everning,N,N,Staffordshire,Pure,Brown,Adult
"322",Y,Adoption,Blank,Dog,30,Y,Female,12,1,8,2015,afternoon,Y,N,Chihuahua Shorthair,Pure,Brown,Kid
"323",Y,Adoption,Blank,Dog,1095,N,Female,14,7,9,2014,afternoon,N,N,Dachshund,Pure,White,Adult
"324",N,Adoption,Blank,Dog,365,N,Female,17,7,3,2015,everning,N,N,Miniature Poodle,Mix,Cream,Kid
"325",Y,Adoption,Blank,Dog,730,N,Female,18,1,9,2014,everning,Y,Y,Catahoula,Pure,Chocolate,Adult
"326",Y,Adoption,Blank,Dog,60,N,Male,18,4,9,2014,everning,Y,Y,Labrador Retriever,Mix,Black,Kid
"327",Y,Adoption,Blank,Dog,90,N,Female,17,2,8,2014,everning,Y,N,Great Pyrenees,Pure,Cream,Kid
"328",Y,Adoption,Blank,Dog,240,N,Female,15,7,6,2015,afternoon,N,N,Labrador Retriever,Pure,Cream,Kid
"329",Y,Adoption,Blank,Dog,180,N,Male,17,2,4,2014,everning,Y,Y,Labrador Retriever,Pure,Yellow,Kid
"330",Y,Adoption,Blank,Dog,240,N,Male,17,2,11,2014,everning,Y,N,Beagle,Mix,Tricolor,Kid
"331",Y,Adoption,Blank,Dog,730,N,Male,12,1,2,2014,afternoon,Y,N,Pit Bull,Pure,White,Adult
"332",Y,Adoption,Blank,Dog,730,N,Female,18,5,12,2013,everning,Y,Y,Labrador Retriever,Pure,Tan,Adult
"333",Y,Adoption,Blank,Dog,730,N,Male,17,2,11,2015,everning,Y,N,Maltese,Pure,White,Adult
"334",Y,Adoption,Blank,Dog,1460,N,Male,11,1,6,2014,afternoon,Y,N,Yorkshire Terrier,Pure,Black,Adult
"335",Y,Adoption,Blank,Dog,120,N,Female,17,7,3,2014,everning,N,Y,Bruss Griffon,Pure,White,Kid
"336",Y,Adoption,Blank,Dog,180,N,Male,17,3,7,2014,everning,Y,Y,Blue Lacy,Pure,Buff,Kid
"337",Y,Adoption,Blank,Dog,365,N,Male,14,2,12,2014,afternoon,Y,Y,Pit Bull,Pure,Brown,Kid
"338",N,Adoption,Blank,Dog,730,N,Female,13,6,12,2014,afternoon,N,Y,Border Collie,Pure,Black,Adult
"339",Y,Adoption,Blank,Dog,3285,N,Female,14,4,4,2015,afternoon,Y,Y,Labrador Retriever,Mix,Black,Old
"340",Y,Adoption,Blank,Dog,365,N,Male,16,3,4,2014,everning,Y,Y,Border Collie,Mix,Tricolor,Kid
"341",Y,Adoption,Blank,Dog,60,N,Male,0,1,11,2015,night,Y,Y,Labrador Retriever,Mix,Tricolor,Kid
"342",Y,Adoption,Blank,Dog,180,N,Female,16,2,3,2015,everning,Y,Y,Australian Shepherd,Pure,Black,Kid
"343",Y,Adoption,Blank,Dog,365,N,Male,18,4,12,2015,everning,Y,Y,Chihuahua Shorthair,Mix,White,Kid
"344",Y,Adoption,Foster,Dog,30,N,Male,17,2,2,2015,everning,Y,Y,Cardigan Welsh Corgi,Pure,White,Kid
"345",Y,Adoption,Blank,Dog,300,N,Male,11,1,2,2014,afternoon,Y,Y,Collie Rough,Pure,White,Kid
"346",Y,Adoption,Blank,Dog,730,N,Male,18,6,7,2014,everning,N,Y,Chihuahua Shorthair,Pure,Black,Adult
"347",Y,Adoption,Blank,Dog,180,N,Male,13,6,12,2013,afternoon,N,N,Dachshund,Pure,White,Kid
"348",Y,Adoption,Blank,Dog,730,N,Female,12,7,11,2014,afternoon,N,Y,Pit Bull,Pure,Brown,Adult
"349",Y,Adoption,Blank,Dog,1825,N,Male,18,1,12,2014,everning,Y,Y,Pit Bull,Pure,White,Adult
"350",Y,Adoption,Blank,Dog,1460,N,Male,17,7,11,2015,everning,N,Y,Australian Cattle Dog,Pure,Tan,Adult
"351",Y,Adoption,Blank,Dog,2190,N,Male,12,1,6,2015,afternoon,Y,N,Labrador Retriever,Mix,Brown,Adult
"352",Y,Adoption,Blank,Dog,60,N,Male,12,5,1,2016,afternoon,Y,Y,Boxer,Mix,Red,Kid
"353",Y,Adoption,Blank,Dog,365,N,Female,19,2,6,2015,everning,Y,N,Chihuahua Shorthair,Pure,Black,Kid
"354",Y,Adoption,Foster,Dog,120,N,Female,13,5,12,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Tan,Kid
"355",Y,Adoption,Foster,Dog,30,N,Female,18,2,6,2014,everning,Y,Y,Jack Russell Terrier,Pure,Chocolate,Kid
"356",Y,Adoption,Blank,Dog,730,N,Female,14,3,4,2015,afternoon,Y,N,Flat Coat Retriever,Pure,Chocolate,Adult
"357",Y,Adoption,Blank,Dog,365,N,Female,13,1,11,2013,afternoon,Y,Y,Pit Bull,Mix,White,Kid
"358",Y,Adoption,Blank,Dog,365,N,Male,16,1,8,2015,everning,Y,N,Beagle,Pure,White,Kid
"359",Y,Adoption,Offsite,Dog,365,N,Male,20,7,8,2014,night,N,Y,Affenpinscher,Pure,Black,Kid
"360",Y,Adoption,Blank,Dog,365,N,Female,18,7,8,2015,everning,N,Y,Dachshund,Pure,Black,Kid
"361",Y,Adoption,Blank,Dog,365,N,Male,16,7,8,2015,everning,N,N,Great Dane,Pure,Tan,Kid
"362",Y,Adoption,Blank,Dog,365,N,Female,16,4,1,2015,everning,Y,Y,Labrador Retriever,Mix,Black,Kid
"363",Y,Adoption,Blank,Dog,730,N,Female,15,5,5,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"364",Y,Adoption,Foster,Dog,1825,N,Female,17,5,2,2016,everning,Y,Y,Chihuahua Shorthair,Mix,Tan,Adult
"365",Y,Adoption,Blank,Dog,365,N,Female,14,7,9,2014,afternoon,N,Y,Chihuahua Shorthair,Pure,Tan,Kid
"366",Y,Adoption,Blank,Dog,2920,N,Male,18,1,2,2016,everning,Y,Y,American Pit Bull Terrier,Pure,Black,Old
"367",Y,Adoption,Blank,Dog,365,N,Male,14,7,8,2014,afternoon,N,N,Labrador Retriever,Mix,Black,Kid
"368",Y,Adoption,Blank,Dog,730,N,Female,13,2,6,2015,afternoon,Y,Y,Australian Cattle Dog,Mix,Tan,Adult
"369",Y,Adoption,Blank,Dog,150,N,Female,19,5,10,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Tricolor,Kid
"370",Y,Adoption,Offsite,Dog,1825,N,Male,16,1,8,2015,everning,Y,Y,Norwich Terrier,Mix,Tan,Adult
"371",Y,Adoption,Blank,Dog,365,N,Male,18,4,10,2013,everning,Y,Y,Labrador Retriever,Pure,Blue,Kid
"372",Y,Adoption,Blank,Dog,60,N,Female,12,7,8,2015,afternoon,N,N,Labrador Retriever,Pure,Brown,Kid
"373",Y,Adoption,Blank,Dog,60,N,Male,18,5,1,2015,everning,Y,Y,Australian Shepherd,Pure,White,Kid
"374",Y,Adoption,Blank,Dog,365,N,Male,16,7,12,2015,everning,N,Y,Plott Hound,Pure,Brown,Kid
"375",Y,Adoption,Blank,Dog,300,N,Male,19,5,6,2014,everning,Y,N,Collie Smooth,Pure,Brown,Kid
"376",Y,Adoption,Foster,Dog,30,N,Female,18,4,7,2014,everning,Y,N,Labrador Retriever,Pure,Black,Kid
"377",Y,Adoption,Blank,Dog,730,N,Male,13,2,12,2014,afternoon,Y,Y,American Pit Bull Terrier,Pure,Brown,Adult
"378",Y,Adoption,Foster,Dog,365,N,Female,7,4,11,2015,morning,Y,Y,Pit Bull,Pure,Fawn,Kid
"379",Y,Adoption,Blank,Dog,365,N,Male,13,1,8,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,White,Kid
"380",Y,Adoption,Foster,Dog,2920,N,Female,13,5,1,2016,afternoon,Y,Y,German Shepherd,Pure,Brown,Old
"381",N,Adoption,Blank,Dog,365,N,Male,18,4,9,2015,everning,Y,Y,Dachshund,Mix,Brown,Kid
"382",Y,Adoption,Blank,Dog,730,N,Female,15,1,3,2015,afternoon,Y,Y,Greyhound,Pure,Brown,Adult
"383",N,Adoption,Blank,Dog,60,N,Female,12,2,11,2013,afternoon,Y,N,Border Collie,Pure,Brown,Kid
"384",Y,Adoption,Blank,Dog,1095,N,Male,11,2,6,2015,afternoon,Y,Y,Pit Bull,Pure,Brown,Adult
"385",Y,Adoption,Blank,Dog,730,N,Female,17,2,12,2014,everning,Y,Y,Pit Bull,Mix,Tricolor,Adult
"386",Y,Adoption,Blank,Dog,365,N,Male,14,7,12,2014,afternoon,N,Y,Carolina Dog,Pure,Brown,Kid
"387",N,Adoption,Blank,Dog,180,N,Female,15,7,12,2015,afternoon,N,Y,Pit Bull,Pure,Fawn,Kid
"388",Y,Adoption,Blank,Dog,60,N,Female,17,2,6,2014,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"389",Y,Adoption,Blank,Dog,60,N,Female,17,1,10,2015,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"390",N,Adoption,Blank,Dog,60,N,Male,11,5,6,2014,afternoon,Y,N,Australian Cattle Dog,Pure,Black,Kid
"391",Y,Adoption,Blank,Dog,365,N,Male,17,3,8,2014,everning,Y,Y,Boykin Span,Pure,Liver,Kid
"392",N,Adoption,Blank,Dog,730,N,Female,12,3,12,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"393",N,Adoption,Blank,Dog,30,N,Female,19,6,12,2014,everning,N,Y,German Shepherd,Pure,Black,Kid
"394",Y,Adoption,Blank,Dog,300,N,Male,14,7,4,2014,afternoon,N,N,Labrador Retriever,Mix,Black,Kid
"395",Y,Adoption,Blank,Dog,60,N,Female,18,1,6,2015,everning,Y,Y,Labrador Retriever,Pure,Brown,Kid
"396",Y,Adoption,Blank,Dog,730,N,Male,17,1,12,2014,everning,Y,N,Great Dane,Mix,Blue,Adult
"397",Y,Adoption,Blank,Dog,60,N,Male,17,4,5,2015,everning,Y,N,Chihuahua Shorthair,Mix,Brown,Kid
"398",Y,Adoption,Blank,Dog,365,N,Female,19,2,10,2015,everning,Y,Y,Boxer,Pure,Brown,Kid
"399",N,Adoption,Blank,Dog,60,N,Male,14,2,5,2015,afternoon,Y,Y,Labrador Retriever,Mix,Black,Kid
"400",Y,Adoption,Foster,Dog,60,N,Male,14,7,2,2014,afternoon,N,Y,Chihuahua Shorthair,Pure,White,Kid
"401",Y,Adoption,Blank,Dog,365,N,Male,17,5,2,2014,everning,Y,N,Chihuahua Shorthair,Pure,Blue,Kid
"402",Y,Adoption,Blank,Dog,2190,N,Male,18,5,5,2015,everning,Y,N,Papillon,Pure,Tan,Adult
"403",Y,Adoption,Blank,Dog,90,N,Male,16,1,5,2015,everning,Y,N,German Shepherd,Mix,White,Kid
"404",Y,Adoption,Blank,Dog,240,N,Male,17,5,1,2015,everning,Y,N,Bernese Mountain Dog,Pure,Black,Kid
"405",Y,Adoption,Blank,Dog,365,N,Female,13,5,7,2015,afternoon,Y,Y,Pit Bull,Pure,Brown,Kid
"406",Y,Adoption,Blank,Dog,365,N,Male,17,1,10,2014,everning,Y,Y,Chesa Bay Retr,Mix,Brown,Kid
"407",Y,Adoption,Blank,Dog,365,N,Male,17,7,10,2014,everning,N,Y,Yorkshire Terrier,Mix,Tan,Kid
"408",Y,Adoption,Blank,Dog,300,N,Female,14,1,6,2014,afternoon,Y,N,Boxer,Pure,Brown,Kid
"409",Y,Adoption,Blank,Dog,120,N,Female,18,3,2,2014,everning,Y,Y,Pit Bull,Pure,Tan,Kid
"410",Y,Adoption,Foster,Dog,30,N,Female,17,4,10,2014,everning,Y,Y,Golden Retriever,Mix,Brown,Kid
"411",Y,Adoption,Blank,Dog,60,N,Male,19,2,8,2015,everning,Y,N,Dachshund Wirehair,Mix,Brown,Kid
"412",Y,Adoption,Blank,Dog,365,N,Female,13,3,7,2015,afternoon,Y,N,Jack Russell Terrier,Pure,White,Kid
"413",Y,Adoption,Blank,Dog,730,N,Female,17,7,2,2014,everning,N,Y,Pit Bull,Pure,Black,Adult
"414",Y,Adoption,Blank,Dog,730,N,Male,18,1,3,2015,everning,Y,Y,Labrador Retriever,Pure,White,Adult
"415",Y,Adoption,Blank,Dog,730,N,Male,16,5,8,2015,everning,Y,Y,Labrador Retriever,Pure,White,Adult
"416",Y,Adoption,Blank,Dog,2555,N,Female,13,5,12,2015,afternoon,Y,Y,Black Mouth Cur,Pure,Fawn,Adult
"417",N,Adoption,Foster,Dog,90,N,Male,14,5,2,2014,afternoon,Y,Y,Border Collie,Pure,Black,Kid
"418",N,Adoption,Blank,Dog,60,N,Male,17,4,8,2014,everning,Y,Y,Jack Russell Terrier,Mix,Tricolor,Kid
"419",Y,Adoption,Blank,Dog,1460,N,Female,13,3,11,2014,afternoon,Y,N,Labrador Retriever,Pure,Black,Adult
"420",Y,Adoption,Blank,Dog,365,N,Male,16,2,4,2015,everning,Y,N,Pit Bull,Mix,Brown,Kid
"421",Y,Adoption,Foster,Dog,730,N,Male,12,5,2,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"422",Y,Adoption,Blank,Dog,2555,N,Male,13,1,12,2013,afternoon,Y,Y,Mastiff,Pure,Brown,Adult
"423",Y,Adoption,Blank,Dog,60,N,Female,11,5,3,2014,afternoon,Y,Y,Newfoundland,Mix,Black,Kid
"424",Y,Adoption,Blank,Dog,4015,N,Female,16,7,11,2013,everning,N,Y,Miniature Pinscher,Pure,Black,Old
"425",Y,Adoption,Blank,Dog,365,N,Female,14,1,2,2016,afternoon,Y,Y,Labrador Retriever,Mix,Brown,Kid
"426",Y,Adoption,Blank,Dog,210,N,Male,17,2,12,2013,everning,Y,Y,Chihuahua Shorthair,Mix,Tricolor,Kid
"427",Y,Adoption,Blank,Dog,1095,N,Male,16,1,4,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Black,Adult
"428",Y,Adoption,Blank,Dog,365,N,Male,18,2,5,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Chocolate,Kid
